Age,Gender,District,Region,Location Type,Customer Type,Employment Status,Income Level,Education Level,Tenure,Balance,Credit Score,Outstanding Loans,Num Of Products,Mobile Banking Usage,Number of Transactions per Month,Num Of Complaints,Proximity to Nearest Branch or ATM (km),Mobile Network Quality,Owns Mobile Phone
39,Male,Lilongwe,Central,Rural,Retail,Not Employed,59205,Secondary,5,193289,306,210319,7,No,0,9,48.0,Fair,No
25,Male,Karonga,Northern,Rural,SME,Not Employed,77684,Primary,27,374793,555,1353003,3,No,0,3,20.1,Fair,No
16,Male,Dowa,Central,Rural,Retail,Employed,586650,Tertiary,23,595725,591,799377,3,No,1,2,39.0,Fair,Yes
21,Male,Ntcheu,Central,Rural,SME,Employed,778327,Tertiary,16,118436,456,192505,4,No,2,7,43.7,Fair,Yes
22,Male,Machinga,Southern,Rural,Retail,Not Employed,66903,Secondary,18,3674468,460,1406383,1,No,0,8,25.3,Poor,No
24,Male,Machinga,Southern,Rural,Retail,Not Employed,93956,Primary,22,300855,691,544705,6,No,0,6,24.0,Poor,No
77,Female,Rumphi,Northern,Rural,Retail,Not Employed,25477,Primary,19,962446,494,723080,6,No,2,7,43.4,Good,Yes
21,Female,Chiradzulu,Southern,Rural,SME,Not Employed,16535,Secondary,29,146720,445,1024085,1,No,0,3,37.1,Fair,No
22,Female,Zomba,Southern,Rural,Retail,Employed,804764,Secondary,19,964847,328,919239,3,No,0,4,20.3,Poor,No
27,Female,Dedza,Central,Rural,SME,Self Employed,896056,Secondary,14,392739,322,310321,1,No,0,9,27.3,Fair,Yes
86,Female,Karonga,Northern,Rural,Retail,Employed,57937,Primary,6,867357,370,658083,2,No,0,6,35.2,Poor,Yes
39,Male,Ntchisi,Central,Rural,Retail,Self Employed,93599,Primary,6,754449,415,388908,4,No,2,9,48.3,Good,Yes
28,Female,Blantyre,Southern,Rural,Retail,Not Employed,99397,Tertiary,7,2701992,348,32108,3,Yes,2,8,28.9,Fair,No
63,Female,Mulanje,Southern,Rural,Retail,Not Employed,17237,Primary,2,139786,423,779475,3,No,2,9,49.2,Good,Yes
30,Male,Zomba,Southern,Rural,Retail,Not Employed,59229,Tertiary,17,422712,583,977103,4,No,2,9,49.7,Poor,Yes
96,Female,Nkhata Bay,Northern,Rural,Retail,Employed,44174,Primary,4,231661,570,349134,3,No,1,6,38.4,Fair,Yes
19,Female,Balaka,Southern,Rural,SME,Self Employed,444221,Secondary,1,612545,535,2163666,3,No,0,10,31.5,Poor,Yes
18,Male,Neno,Southern,Rural,SME,Employed,843744,Secondary,2,268662,511,2065495,1,No,1,6,35.1,Poor,Yes
29,Female,Chiradzulu,Southern,Rural,SME,Employed,1528045,Tertiary,10,656370,557,1869524,1,No,1,9,39.9,Good,Yes
74,Female,Dowa,Central,Rural,Retail,Employed,89496,Primary,11,616024,432,1401273,6,No,0,6,44.9,Fair,No
28,Male,Chitipa,Northern,Rural,SME,Not Employed,82406,Secondary,3,574598,465,1002396,3,No,2,7,10.9,Fair,Yes
21,Male,Dedza,Central,Rural,Retail,Self Employed,409052,Secondary,9,3336794,562,42045,2,No,2,7,13.0,Poor,No
26,Male,Mwanza,Southern,Rural,Retail,Employed,296911,Primary,5,454907,358,31769,5,No,4,4,48.5,Poor,Yes
19,Male,Rumphi,Northern,Rural,Retail,Not Employed,54480,Tertiary,28,1779027,398,1644853,2,No,0,7,37.9,Good,Yes
26,Female,Dedza,Central,Rural,SME,Not Employed,18933,Primary,20,240905,450,973706,5,No,1,4,26.6,Fair,Yes
17,Male,Nkhata Bay,Northern,Rural,Retail,Employed,396251,Secondary,21,600807,356,1862898,4,No,2,9,17.7,Poor,Yes
27,Male,Mangochi,Southern,Rural,SME,Employed,32560,Primary,10,314841,581,590311,6,No,1,7,15.0,Fair,Yes
26,Female,Lilongwe,Central,Rural,Retail,Employed,85437,Primary,17,653545,849,1565266,5,No,2,9,35.4,Fair,Yes
33,Male,Chitipa,Northern,Rural,Retail,Employed,1307296,Tertiary,16,786239,530,22549,2,No,1,4,35.4,Poor,No
34,Male,Zomba,Southern,Rural,Retail,Not Employed,51375,Primary,18,740358,332,402500,2,No,2,8,41.5,Poor,Yes
22,Male,Mwanza,Southern,Rural,Retail,Employed,669557,Secondary,11,965095,687,33975,3,No,0,8,10.5,Fair,No
19,Female,Zomba,Southern,Rural,Retail,Employed,429264,Secondary,4,971107,308,619039,6,No,2,5,36.1,Poor,Yes
20,Male,Rumphi,Northern,Rural,SME,Employed,231297,Primary,5,339139,320,1814220,6,No,1,10,24.4,Poor,Yes
25,Female,Thyolo,Southern,Rural,Retail,Employed,337559,Secondary,26,11207,568,1345079,7,No,0,3,48.9,Fair,Yes
81,Female,Lilongwe,Central,Rural,Retail,Not Employed,27580,Secondary,15,700554,424,1772386,1,No,2,6,49.0,Fair,No
65,Female,Nsanje,Southern,Rural,Retail,Not Employed,70629,Tertiary,30,2591469,568,97446,4,No,1,7,34.3,Poor,Yes
73,Male,Phalombe,Southern,Rural,Retail,Not Employed,96270,Secondary,28,729600,461,2180872,6,No,1,10,29.3,Poor,Yes
23,Male,Mangochi,Southern,Rural,Retail,Self Employed,29481,Primary,12,1753743,501,195415,1,No,1,6,45.6,Poor,Yes
22,Female,Rumphi,Northern,Rural,SME,Self Employed,51708,Primary,22,705515,357,1360015,2,No,1,1,39.8,Fair,Yes
66,Female,Lilongwe,Central,Rural,Retail,Employed,99102,Primary,6,269184,560,323268,5,No,2,9,29.0,Poor,No
24,Male,Balaka,Southern,Rural,SME,Not Employed,48865,Secondary,12,831843,565,1012079,1,No,1,3,28.2,Poor,No
23,Female,Chitipa,Northern,Rural,Retail,Employed,423297,Secondary,19,839934,472,214839,7,No,0,9,11.8,Poor,Yes
18,Female,Blantyre,Southern,Rural,Retail,Employed,451731,Secondary,9,585995,548,730674,5,No,2,9,11.0,Poor,No
20,Male,Kasungu,Central,Rural,Retail,Employed,298551,Primary,15,300149,512,2155791,6,No,0,4,33.8,Fair,Yes
23,Male,Mwanza,Southern,Rural,Retail,Not Employed,38196,Primary,14,700297,685,655626,2,No,0,8,44.8,Poor,No
76,Female,Mzimba,Northern,Rural,Retail,Not Employed,61647,Primary,26,300530,566,1142732,7,No,1,9,28.6,Poor,Yes
21,Female,Chikwawa,Southern,Rural,Retail,Employed,939802,Secondary,21,232187,505,1705726,4,No,0,4,32.3,Fair,No
28,Male,Mwanza,Southern,Rural,Retail,Employed,724661,Secondary,30,973732,464,1697029,1,No,1,1,38.5,Poor,Yes
20,Male,Phalombe,Southern,Rural,SME,Employed,214557,Primary,21,767779,325,652230,5,No,2,10,39.7,Poor,Yes
79,Male,Neno,Southern,Rural,Retail,Self Employed,33075,Primary,27,668017,341,1049629,6,No,1,9,29.6,Poor,No
61,Female,Mzimba,Northern,Rural,SME,Self Employed,1154180,Tertiary,29,217295,327,13086,6,No,0,8,28.3,Poor,No
48,Male,Neno,Southern,Rural,Retail,Employed,87354,Primary,15,807782,397,1154662,2,No,0,8,43.7,Fair,No
81,Female,Mwanza,Southern,Rural,Retail,Not Employed,49997,Secondary,1,468892,495,1287243,3,No,0,7,43.1,Poor,Yes
70,Female,Mchinji,Central,Rural,Retail,Not Employed,98747,Tertiary,15,461934,522,1161107,7,No,1,6,26.9,Fair,No
21,Female,Neno,Southern,Rural,Retail,Self Employed,86413,Primary,22,3481015,543,1717468,1,No,0,6,46.9,Poor,Yes
34,Female,Kasungu,Central,Rural,Retail,Not Employed,69712,Primary,8,456865,320,1046028,1,No,2,10,42.4,Poor,No
18,Male,Nkhotakota,Central,Rural,Retail,Not Employed,77858,Primary,13,21042,362,308673,1,No,4,10,33.9,Fair,No
21,Male,Mchinji,Central,Rural,Retail,Employed,766152,Secondary,9,944684,378,2176730,3,No,1,10,14.3,Fair,Yes
71,Male,Ntcheu,Central,Rural,Retail,Employed,33280,Primary,21,701098,474,2012530,7,No,0,6,23.0,Fair,No
84,Male,Mwanza,Southern,Rural,Retail,Not Employed,49938,Tertiary,19,705586,343,686959,1,No,0,7,34.8,Poor,Yes
20,Female,Zomba,Southern,Rural,Retail,Not Employed,53961,Secondary,19,992829,630,380286,3,No,2,8,25.4,Fair,No
25,Female,Phalombe,Southern,Rural,Retail,Employed,171692,Primary,13,190312,590,1795055,2,No,0,4,22.6,Poor,Yes
29,Male,Balaka,Southern,Rural,SME,Self Employed,210680,Secondary,4,363694,431,276469,3,No,2,8,48.1,Poor,No
25,Female,Salima,Central,Rural,SME,Employed,61602,Primary,21,238920,586,34870,2,Yes,1,5,44.2,Poor,Yes
33,Male,Balaka,Southern,Rural,Retail,Self Employed,938331,Secondary,18,28187,383,52899,6,No,0,1,32.2,Poor,Yes
79,Female,Blantyre,Southern,Rural,Retail,Not Employed,10266,Secondary,21,463966,783,25356,5,No,0,10,27.5,Poor,Yes
25,Female,Dowa,Central,Rural,Retail,Self Employed,187229,Primary,29,927360,597,1194131,6,No,1,7,17.0,Fair,Yes
24,Male,Blantyre,Southern,Rural,Retail,Employed,2257558,Tertiary,22,61809,394,800214,1,No,0,3,34.0,Poor,No
25,Male,Blantyre,Southern,Rural,Retail,Not Employed,44025,Primary,15,373256,537,2095755,1,Yes,1,6,25.0,Poor,Yes
40,Male,Mwanza,Southern,Rural,Retail,Not Employed,86123,Primary,17,906243,520,1892364,5,No,1,10,41.0,Poor,No
50,Female,Rumphi,Northern,Rural,Retail,Not Employed,62862,Secondary,17,993740,534,171332,7,No,2,6,49.9,Fair,Yes
46,Female,Likoma,Northern,Rural,Retail,Not Employed,42293,Primary,21,904234,373,1708798,3,No,1,8,25.2,Poor,Yes
22,Male,Mulanje,Southern,Rural,Retail,Not Employed,76268,Primary,12,1925079,545,321690,3,No,0,7,37.9,Poor,Yes
23,Male,Karonga,Northern,Rural,Retail,Not Employed,49205,Secondary,1,1783220,584,496124,2,No,2,6,30.2,Good,Yes
26,Male,Mangochi,Southern,Rural,Retail,Employed,983589,Secondary,18,201666,472,464298,3,No,0,9,14.5,Poor,Yes
19,Female,Neno,Southern,Rural,Retail,Not Employed,18013,Primary,8,1427369,300,705171,2,No,0,7,26.4,Poor,No
20,Male,Mwanza,Southern,Rural,Retail,Not Employed,71519,Secondary,18,2103059,482,2122862,2,No,2,7,49.1,Poor,Yes
28,Female,Salima,Central,Rural,Retail,Not Employed,16220,Primary,20,1870331,398,40199,6,Yes,1,10,34.4,Good,No
20,Female,Mzimba,Northern,Rural,Retail,Self Employed,194908,Primary,19,179710,311,103000,7,No,1,1,22.0,Poor,Yes
24,Male,Ntcheu,Central,Rural,Retail,Not Employed,60008,Primary,13,3697249,406,376315,4,No,2,6,36.8,Poor,Yes
17,Female,Phalombe,Southern,Rural,SME,Not Employed,26280,Secondary,6,509572,317,1371283,1,No,0,6,17.7,Poor,No
27,Female,Karonga,Northern,Rural,Retail,Self Employed,759471,Secondary,16,537778,537,921482,3,No,2,4,25.1,Poor,Yes
25,Female,Mangochi,Southern,Rural,Retail,Not Employed,43606,Secondary,5,22185,772,1378658,2,No,1,7,36.7,Good,Yes
52,Female,Likoma,Northern,Rural,Retail,Self Employed,49816,Primary,12,3646587,388,8818,6,No,1,7,20.1,Poor,Yes
22,Female,Mchinji,Central,Rural,Retail,Not Employed,88750,Secondary,21,3771138,489,606956,6,No,0,9,38.6,Poor,No
29,Male,Blantyre,Southern,Rural,SME,Not Employed,96423,Secondary,26,9406,556,1351471,1,No,1,6,18.8,Good,No
24,Male,Blantyre,Southern,Rural,Retail,Employed,92567,Primary,28,225142,323,177480,5,No,5,6,24.0,Poor,Yes
16,Male,Dowa,Central,Rural,Retail,Self Employed,2348350,Tertiary,19,213798,405,1607196,4,No,0,4,26.0,Poor,Yes
37,Male,Balaka,Southern,Rural,Retail,Employed,74138,Primary,12,718146,444,1820560,3,No,1,7,40.5,Poor,Yes
34,Male,Dowa,Central,Rural,Retail,Self Employed,52780,Primary,13,551749,532,561311,3,No,0,8,28.4,Poor,Yes
19,Male,Zomba,Southern,Rural,SME,Employed,27690,Primary,30,6856,334,2099043,2,No,0,4,43.1,Fair,Yes
65,Female,Mzimba,Northern,Rural,Retail,Not Employed,23328,Secondary,23,775868,794,42537,3,No,2,7,47.4,Poor,No
25,Male,Thyolo,Southern,Rural,Retail,Not Employed,29140,Secondary,7,537134,804,1541482,2,No,0,10,24.5,Poor,No
29,Female,Balaka,Southern,Rural,SME,Employed,653885,Secondary,24,910033,368,1351064,6,No,1,10,42.5,Fair,No
19,Female,Balaka,Southern,Rural,Retail,Self Employed,295069,Primary,8,813655,575,1789285,5,No,2,2,40.9,Good,Yes
22,Female,Nkhata Bay,Northern,Rural,SME,Self Employed,94772,Primary,27,34781,391,1514163,7,No,0,5,39.1,Poor,Yes
18,Male,Nkhotakota,Central,Rural,Retail,Self Employed,69812,Primary,16,2443344,357,1340649,6,No,1,8,36.8,Fair,No
23,Female,Mulanje,Southern,Rural,Retail,Not Employed,75197,Secondary,26,3529996,532,846157,6,No,2,8,31.6,Poor,No
19,Female,Mulanje,Southern,Rural,Retail,Employed,192219,Primary,22,91797,464,1639143,1,No,0,5,24.5,Poor,Yes
29,Male,Neno,Southern,Rural,SME,Employed,82774,Primary,2,2583721,426,68991,2,No,0,3,21.5,Fair,Yes
17,Male,Mulanje,Southern,Rural,SME,Self Employed,1912791,Tertiary,25,764273,548,1589708,7,No,2,9,46.0,Poor,Yes
41,Female,Mangochi,Southern,Rural,SME,Self Employed,854116,Secondary,6,331253,301,98281,2,No,0,8,21.2,Poor,Yes
23,Male,Blantyre,Southern,Rural,SME,Employed,99042,Primary,12,727772,388,1648318,3,No,2,6,18.4,Poor,Yes
55,Female,Mangochi,Southern,Rural,Retail,Employed,56465,Primary,7,95163,587,126425,6,No,1,6,37.1,Poor,Yes
27,Female,Zomba,Southern,Rural,SME,Employed,836901,Secondary,5,993489,359,2177806,7,No,0,6,33.5,Fair,Yes
27,Female,Mulanje,Southern,Rural,Retail,Employed,417781,Secondary,18,425116,363,785714,4,No,2,4,42.5,Poor,Yes
73,Male,Karonga,Northern,Rural,Retail,Not Employed,16777,Primary,14,292402,437,1207590,6,No,2,8,33.0,Fair,Yes
82,Male,Likoma,Northern,Rural,SME,Self Employed,789199,Tertiary,28,303369,515,16320,2,No,0,7,32.8,Poor,Yes
29,Male,Thyolo,Southern,Rural,Retail,Self Employed,33454,Primary,10,1177898,490,927706,1,No,0,7,21.8,Poor,Yes
20,Female,Thyolo,Southern,Rural,Retail,Not Employed,13674,Primary,26,2571446,477,1578835,6,No,2,10,49.7,Poor,Yes
70,Male,Dowa,Central,Rural,Retail,Not Employed,39145,Tertiary,21,426250,325,128199,6,No,1,6,39.7,Fair,No
22,Male,Salima,Central,Rural,Retail,Employed,1885011,Tertiary,26,267679,586,230455,6,No,2,1,30.6,Good,No
20,Male,Nkhotakota,Central,Rural,Retail,Self Employed,789775,Secondary,17,1476154,543,3527,3,No,2,3,20.5,Poor,Yes
23,Female,Salima,Central,Rural,Retail,Not Employed,97097,Tertiary,25,878441,434,963733,6,No,4,10,35.0,Poor,Yes
26,Female,Mzimba,Northern,Rural,SME,Not Employed,65464,Primary,6,182550,399,1867535,5,No,1,4,39.5,Poor,No
29,Female,Machinga,Southern,Rural,Retail,Employed,549735,Tertiary,7,872205,562,1056830,7,No,1,2,40.2,Fair,Yes
28,Female,Nkhotakota,Central,Rural,Retail,Not Employed,42055,Secondary,9,3232015,405,220634,6,No,1,8,25.3,Fair,Yes
37,Female,Mzimba,Northern,Rural,Retail,Employed,816998,Secondary,14,291649,511,99477,4,No,1,2,27.9,Poor,Yes
27,Male,Likoma,Northern,Rural,Retail,Not Employed,92026,Secondary,14,2815988,506,2079307,7,No,0,6,49.8,Fair,Yes
85,Female,Dedza,Central,Rural,SME,Self Employed,387776,Secondary,18,668179,428,91090,6,No,0,7,43.1,Fair,Yes
27,Female,Kasungu,Central,Rural,SME,Employed,76836,Primary,27,148610,341,534232,4,No,1,3,40.4,Poor,Yes
39,Female,Dowa,Central,Rural,Retail,Not Employed,24041,Secondary,6,1099052,326,86378,2,No,0,7,28.7,Fair,Yes
29,Female,Kasungu,Central,Rural,Retail,Not Employed,72083,Tertiary,17,2792988,373,97428,4,No,5,7,30.4,Poor,Yes
65,Male,Karonga,Northern,Rural,SME,Employed,264616,Primary,2,97935,579,33702,7,No,1,9,49.7,Fair,Yes
21,Male,Blantyre,Southern,Rural,Retail,Employed,628474,Secondary,28,1359113,404,90422,3,No,1,3,30.3,Poor,No
73,Male,Mulanje,Southern,Rural,Retail,Not Employed,74223,Secondary,15,2496482,321,91317,6,No,2,8,34.1,Good,No
22,Male,Balaka,Southern,Rural,SME,Employed,42982,Primary,4,660538,565,1430987,5,No,1,5,33.1,Fair,No
82,Female,Nkhata Bay,Northern,Rural,Retail,Not Employed,10762,Tertiary,14,392696,445,783236,3,No,1,9,36.3,Poor,No
77,Male,Chitipa,Northern,Rural,SME,Self Employed,684686,Tertiary,26,779480,394,16564,5,No,0,6,38.6,Fair,No
17,Female,Zomba,Southern,Rural,SME,Employed,2306096,Tertiary,8,2151882,394,71755,2,No,2,8,33.4,Poor,No
28,Male,Mwanza,Southern,Rural,Retail,Not Employed,53282,Tertiary,4,2578366,335,745023,4,No,0,6,43.2,Poor,Yes
19,Male,Rumphi,Northern,Rural,SME,Employed,193480,Primary,8,225224,435,587384,6,No,1,8,45.9,Poor,Yes
16,Male,Ntcheu,Central,Rural,Retail,Not Employed,31005,Primary,22,56229,575,202171,2,No,4,9,46.4,Fair,Yes
21,Female,Chikwawa,Southern,Rural,Retail,Not Employed,77144,Secondary,12,3595450,352,1974411,1,No,2,6,36.1,Fair,Yes
21,Female,Mchinji,Central,Rural,Retail,Employed,155137,Secondary,18,401952,537,29402,2,No,5,8,14.7,Good,Yes
29,Male,Likoma,Northern,Rural,SME,Employed,1709958,Tertiary,23,425234,300,1025059,3,No,1,9,31.2,Fair,Yes
78,Male,Ntchisi,Central,Rural,Retail,Not Employed,73261,Secondary,28,303902,535,19791,6,No,1,4,11.9,Fair,No
27,Female,Zomba,Southern,Rural,Retail,Not Employed,97169,Secondary,11,1884501,588,1439869,6,No,0,7,29.8,Fair,Yes
18,Male,Nkhotakota,Central,Rural,Retail,Not Employed,68182,Tertiary,24,2964247,313,2001657,1,No,2,6,21.6,Fair,Yes
68,Male,Balaka,Southern,Rural,Retail,Employed,87130,Primary,25,307840,530,587056,5,No,0,10,40.2,Poor,Yes
16,Female,Balaka,Southern,Rural,Retail,Not Employed,19865,Primary,8,342655,615,1228429,2,No,2,9,42.9,Poor,No
17,Female,Ntcheu,Central,Rural,Retail,Employed,62450,Primary,28,1344576,352,1773642,6,No,2,8,31.6,Poor,Yes
21,Female,Balaka,Southern,Rural,Retail,Not Employed,78763,Tertiary,21,337208,518,1645755,4,No,3,10,38.7,Poor,No
31,Female,Machinga,Southern,Rural,Retail,Self Employed,46535,Primary,7,772757,735,98677,5,No,2,9,29.8,Poor,Yes
21,Female,Lilongwe,Central,Rural,Retail,Self Employed,664679,Secondary,11,2812747,497,91546,5,No,0,2,40.0,Poor,No
23,Male,Lilongwe,Central,Rural,Retail,Not Employed,10393,Secondary,11,747207,491,1341659,2,Yes,1,8,33.5,Poor,No
58,Male,Mangochi,Southern,Rural,Retail,Self Employed,89276,Primary,5,957347,314,1033123,7,No,0,10,41.0,Fair,No
16,Female,Blantyre,Southern,Rural,Retail,Employed,724531,Secondary,25,336848,467,85085,5,No,3,3,34.8,Poor,No
50,Female,Nsanje,Southern,Rural,Retail,Employed,481263,Secondary,7,415038,367,44795,2,No,2,2,30.3,Poor,Yes
31,Female,Rumphi,Northern,Rural,Retail,Not Employed,99310,Primary,16,141206,510,112989,1,No,2,10,34.6,Poor,No
22,Female,Mulanje,Southern,Rural,SME,Employed,924871,Secondary,16,300774,376,1234383,2,No,0,8,36.0,Poor,Yes
26,Male,Phalombe,Southern,Rural,Retail,Self Employed,730755,Secondary,25,2766660,453,44276,4,No,1,2,24.9,Poor,No
19,Male,Nkhata Bay,Northern,Rural,Retail,Self Employed,123697,Primary,27,956256,385,1180382,6,No,1,2,21.4,Poor,No
26,Female,Nkhata Bay,Northern,Rural,SME,Not Employed,45191,Primary,21,307959,417,2026877,6,No,2,5,31.5,Poor,Yes
19,Male,Likoma,Northern,Rural,Retail,Employed,54975,Primary,30,611722,415,36406,1,Yes,5,6,31.8,Poor,No
67,Female,Likoma,Northern,Rural,Retail,Not Employed,38806,Tertiary,27,709872,595,1481025,6,No,2,6,33.0,Poor,No
17,Male,Lilongwe,Central,Rural,Retail,Employed,1535285,Tertiary,4,893600,445,508990,4,No,2,5,27.5,Poor,Yes
19,Female,Ntcheu,Central,Rural,SME,Self Employed,187644,Primary,12,419327,534,82498,5,No,5,8,24.4,Poor,Yes
28,Male,Salima,Central,Rural,Retail,Not Employed,38260,Secondary,4,2262690,552,1290481,5,No,0,7,37.4,Poor,Yes
58,Female,Machinga,Southern,Rural,SME,Self Employed,1511903,Tertiary,17,512109,598,85526,7,No,2,8,20.5,Fair,Yes
23,Female,Mchinji,Central,Rural,Retail,Employed,1819773,Tertiary,2,418696,552,743314,7,No,2,2,42.2,Poor,Yes
28,Female,Dowa,Central,Rural,SME,Employed,199514,Primary,16,785345,459,519629,4,No,2,8,43.4,Poor,Yes
25,Male,Dowa,Central,Rural,Retail,Not Employed,11192,Secondary,3,1671699,360,1748869,5,No,1,8,21.6,Fair,Yes
40,Male,Nkhotakota,Central,Rural,Retail,Not Employed,65587,Secondary,21,995023,581,331035,5,No,0,6,28.9,Poor,No
52,Female,Kasungu,Central,Rural,SME,Employed,66358,Primary,19,595780,365,37419,7,No,2,3,27.0,Poor,Yes
66,Male,Nkhata Bay,Northern,Rural,Retail,Not Employed,11730,Tertiary,24,164947,347,2191987,4,No,1,8,28.8,Poor,No
66,Male,Ntchisi,Central,Rural,Retail,Not Employed,68871,Primary,3,1444082,384,63689,1,No,1,9,49.1,Poor,No
17,Male,Thyolo,Southern,Rural,SME,Self Employed,272777,Secondary,22,809788,539,1885503,7,No,1,9,42.0,Good,No
23,Female,Thyolo,Southern,Rural,Retail,Self Employed,72454,Primary,2,399189,383,1742609,1,No,1,1,12.9,Poor,No
22,Male,Mangochi,Southern,Rural,SME,Not Employed,91816,Secondary,16,155886,419,1842479,5,No,1,10,13.7,Fair,Yes
63,Female,Dowa,Central,Rural,Retail,Not Employed,39492,Primary,19,847395,442,2139345,2,No,2,9,43.0,Poor,Yes
81,Male,Mzimba,Northern,Rural,Retail,Not Employed,76150,Secondary,2,263939,321,1759469,2,No,2,9,49.0,Poor,Yes
50,Male,Ntcheu,Central,Rural,SME,Self Employed,99998,Primary,28,380252,596,47248,7,No,0,10,14.2,Poor,Yes
84,Female,Dowa,Central,Rural,Retail,Employed,421544,Secondary,19,806737,451,17244,4,No,1,10,10.3,Poor,Yes
24,Male,Mangochi,Southern,Rural,SME,Employed,97571,Primary,30,993932,557,502063,5,No,2,7,15.6,Poor,No
52,Male,Karonga,Northern,Rural,Retail,Not Employed,23383,Primary,8,660121,335,1438680,3,No,0,8,44.1,Fair,Yes
26,Male,Phalombe,Southern,Rural,Retail,Employed,34294,Primary,21,2458974,600,32663,5,Yes,0,8,20.5,Poor,Yes
39,Female,Nsanje,Southern,Rural,Retail,Employed,38373,Primary,29,753523,324,1125515,7,No,2,10,41.3,Fair,No
18,Male,Ntchisi,Central,Rural,Retail,Self Employed,1349567,Tertiary,29,958991,466,1992258,6,No,2,2,40.8,Poor,Yes
75,Female,Dowa,Central,Rural,Retail,Employed,54554,Primary,1,206084,489,1327178,2,No,2,7,27.4,Poor,No
45,Female,Neno,Southern,Rural,Retail,Not Employed,54922,Primary,20,238639,556,2046574,3,No,1,9,35.0,Poor,No
17,Female,Ntcheu,Central,Rural,Retail,Not Employed,31270,Secondary,18,2018370,429,963666,1,No,1,10,38.0,Good,Yes
93,Male,Nkhata Bay,Northern,Rural,Retail,Self Employed,56416,Primary,10,692936,503,204725,7,No,0,9,30.8,Fair,Yes
22,Male,Mangochi,Southern,Rural,SME,Self Employed,636450,Secondary,30,3337738,504,84865,5,No,2,6,47.6,Poor,No
28,Male,Dowa,Central,Rural,Retail,Employed,614789,Tertiary,1,34006,425,901684,6,No,1,8,11.3,Poor,Yes
20,Male,Mzimba,Northern,Rural,Retail,Employed,1818784,Tertiary,26,343096,495,656837,1,No,0,9,11.6,Poor,No
17,Male,Machinga,Southern,Rural,Retail,Employed,1539784,Tertiary,7,381673,585,168020,6,No,2,2,40.6,Poor,Yes
25,Female,Ntchisi,Central,Rural,Retail,Employed,472079,Secondary,7,355040,442,417834,2,No,2,2,43.4,Fair,Yes
42,Male,Karonga,Northern,Rural,SME,Self Employed,190669,Primary,30,981774,487,91874,5,No,0,10,26.0,Poor,No
17,Male,Rumphi,Northern,Rural,SME,Employed,1253849,Tertiary,16,543921,533,150461,7,No,2,7,20.3,Fair,Yes
25,Male,Phalombe,Southern,Rural,Retail,Employed,40148,Primary,6,3585319,552,1319061,1,No,0,8,20.9,Poor,Yes
28,Female,Machinga,Southern,Rural,Retail,Self Employed,821735,Secondary,14,8201,340,942211,7,No,0,6,10.7,Poor,Yes
70,Female,Mulanje,Southern,Rural,Retail,Employed,587174,Secondary,14,91937,425,93537,5,No,2,7,16.6,Poor,Yes
82,Male,Mzimba,Northern,Rural,Retail,Not Employed,56142,Secondary,7,721889,562,314981,5,No,1,7,27.4,Poor,No
35,Female,Dowa,Central,Rural,Retail,Employed,32518,Primary,16,753758,570,1798736,7,No,0,8,24.8,Fair,Yes
28,Male,Lilongwe,Central,Rural,Retail,Self Employed,115926,Primary,21,498719,418,2132148,1,No,1,10,12.9,Poor,No
91,Female,Neno,Southern,Rural,Retail,Not Employed,79147,Secondary,6,402222,489,1144262,3,No,2,6,45.5,Fair,Yes
27,Female,Chikwawa,Southern,Rural,Retail,Not Employed,27400,Secondary,3,549565,599,898054,7,No,5,10,44.2,Fair,No
27,Female,Mchinji,Central,Rural,Retail,Self Employed,496872,Secondary,10,256354,301,369765,1,No,1,4,30.7,Poor,No
26,Male,Chiradzulu,Southern,Rural,Retail,Employed,28679,Primary,27,339546,682,1651158,3,No,1,8,35.6,Poor,Yes
21,Female,Kasungu,Central,Rural,Retail,Not Employed,39231,Primary,4,2893885,432,2086784,5,No,2,8,32.6,Poor,Yes
27,Female,Machinga,Southern,Rural,Retail,Not Employed,94513,Tertiary,18,963581,450,1215734,2,No,0,3,10.1,Poor,No
18,Male,Likoma,Northern,Rural,SME,Self Employed,157372,Secondary,11,102447,486,1573963,6,No,0,7,40.1,Poor,Yes
